"Year","Gender","Level of Degree or Other Award","Academic Discipline, Detailed (standardized)","Academic Institution (standardized)","FICE","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
2000,"Female","Doctorate Degrees","Other Non-sciences or Unknown Disciplines","Indiana University at Bloomington",1809,1
2000,"Female","Doctorate Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,5
2000,"Female","Master's Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,1
2000,"Female","Master's Degrees","Aerospace Engineering","Purdue University, Main Campus",1825,4
2000,"Female","Master's Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,3
2000,"Female","Master's Degrees","Chemical Engineering","Purdue University, Main Campus",1825,2
2000,"Female","Master's Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,27
2000,"Female","Master's Degrees","Civil Engineering","Purdue University, Main Campus",1825,12
2000,"Female","Master's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,7
2000,"Female","Master's Degrees","Electrical Engineering","Purdue University, Main Campus",1825,24
2000,"Female","Master's Degrees","Mechanical Engineering","Pennsylvania State U, Main Campus",6965,3
2000,"Female","Master's Degrees","Mechanical Engineering","Purdue University, Main Campus",1825,7
2000,"Female","Master's Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,5
2000,"Female","Master's Degrees","Industrial Engineering","Pennsylvania State U, Main Campus",6965,6
2000,"Female","Master's Degrees","Industrial Engineering","Purdue University, Main Campus",1825,15
2000,"Female","Master's Degrees","Other Engineering","Pennsylvania State U, Main Campus",6965,2
2000,"Female","Master's Degrees","Other Engineering","Purdue University, Main Campus",1825,19
2000,"Female","Master's Degrees","Astronomy","Indiana University at Bloomington",1809,1
2000,"Female","Master's Degrees","Chemistry","Indiana University at Bloomington",1809,4
2000,"Female","Master's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,6
2000,"Female","Master's Degrees","Chemistry","Purdue University, Main Campus",1825,4
2000,"Female","Master's Degrees","Physics","Indiana University at Bloomington",1809,1
2000,"Female","Master's Degrees","Physics","Pennsylvania State U, Main Campus",6965,2
2000,"Female","Master's Degrees","Physics","Purdue University, Main Campus",1825,1
2000,"Female","Master's Degrees","Other Physical Sciences","Pennsylvania State U, Main Campus",6965,2
2000,"Female","Master's Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,3
2000,"Female","Master's Degrees","Earth Sciences","Indiana University at Bloomington",1809,2
2000,"Female","Master's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,5
2000,"Female","Master's Degrees","Earth Sciences","Purdue University, Main Campus",1825,6
2000,"Female","Master's Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,6
2000,"Female","Master's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,12
2000,"Female","Master's Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,12
2000,"Female","Master's Degrees","Computer Science","Indiana University at Bloomington",1809,17
2000,"Female","Master's Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,8
2000,"Female","Master's Degrees","Computer Science","Purdue University, Main Campus",1825,16
2000,"Female","Master's Degrees","Agricultural Sciences","Indiana University at Bloomington",1809,34
2000,"Female","Master's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,16
2000,"Female","Master's Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,16
2000,"Female","Master's Degrees","Biological Sciences","Indiana University at Bloomington",1809,8
2000,"Female","Master's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,14
2000,"Female","Master's Degrees","Biological Sciences","Purdue University, Main Campus",1825,5
2000,"Female","Master's Degrees","Medical Sciences","Indiana University at Bloomington",1809,7
2000,"Female","Master's Degrees","Medical Sciences","Purdue University, Main Campus",1825,7
2000,"Female","Master's Degrees","Other Life Sciences","Indiana University at Bloomington",1809,31
2000,"Female","Master's Degrees","Other Life Sciences","Pennsylvania State U, Main Campus",6965,33
2000,"Female","Master's Degrees","Other Life Sciences","Purdue University, Main Campus",1825,38
2000,"Female","Master's Degrees","Psychology","Indiana University at Bloomington",1809,2
2000,"Female","Master's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,12
2000,"Female","Master's Degrees","Psychology","Purdue University, Main Campus",1825,9
2000,"Female","Master's Degrees","Economics","Indiana University at Bloomington",1809,3
2000,"Female","Master's Degrees","Economics","Pennsylvania State U, Main Campus",6965,7
2000,"Female","Master's Degrees","Economics","Purdue University, Main Campus",1825,12
2000,"Female","Master's Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,55
2000,"Female","Master's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,1
2000,"Female","Master's Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,2
2000,"Female","Master's Degrees","Sociology","Indiana University at Bloomington",1809,5
2000,"Female","Master's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,4
2000,"Female","Master's Degrees","Sociology","Purdue University, Main Campus",1825,3
2000,"Female","Master's Degrees","Anthropology","Indiana University at Bloomington",1809,3
2000,"Female","Master's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,5
2000,"Female","Master's Degrees","Linguistics","Indiana University at Bloomington",1809,13
2000,"Female","Master's Degrees","Area and Ethnic Studies","Indiana University at Bloomington",1809,9
2000,"Female","Master's Degrees","Other Social Sciences","Indiana University at Bloomington",1809,7
2000,"Female","Master's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,6
2000,"Female","Master's Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,7
2000,"Female","Master's Degrees","Interdisciplinary or Other Sciences","Indiana University at Bloomington",1809,2
2000,"Female","Master's Degrees","History","Indiana University at Bloomington",1809,3
2000,"Female","Master's Degrees","History","Pennsylvania State U, Main Campus",6965,2
2000,"Female","Master's Degrees","History","Purdue University, Main Campus",1825,8
2000,"Female","Master's Degrees","English and Literature","Indiana University at Bloomington",1809,12
2000,"Female","Master's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,29
2000,"Female","Master's Degrees","English and Literature","Purdue University, Main Campus",1825,12
2000,"Female","Master's Degrees","Foreign Languages","Indiana University at Bloomington",1809,29
2000,"Female","Master's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,8
2000,"Female","Master's Degrees","Foreign Languages","Purdue University, Main Campus",1825,7
2000,"Female","Master's Degrees","Other Humanities","Indiana University at Bloomington",1809,1
2000,"Female","Master's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,1
2000,"Female","Master's Degrees","Religion and Theology","Indiana University at Bloomington",1809,2
2000,"Female","Master's Degrees","Arts and Music","Indiana University at Bloomington",1809,86
2000,"Female","Master's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,20
2000,"Female","Master's Degrees","Arts and Music","Purdue University, Main Campus",1825,10
2000,"Female","Master's Degrees","Architecture and Environmental Design","Pennsylvania State U, Main Campus",6965,4
2000,"Female","Master's Degrees","Other Science/Technical Education","Indiana University at Bloomington",1809,10
2000,"Female","Master's Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,32
2000,"Female","Master's Degrees","Other Science/Technical Education","Purdue University, Main Campus",1825,10
2000,"Female","Master's Degrees","Non-Science Education","Indiana University at Bloomington",1809,183
2000,"Female","Master's Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,157
2000,"Female","Master's Degrees","Non-Science Education","Purdue University, Main Campus",1825,56
2000,"Female","Master's Degrees","Business and Management","Indiana University at Bloomington",1809,130
2000,"Female","Master's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,55
2000,"Female","Master's Degrees","Business and Management","Purdue University, Main Campus",1825,81
2000,"Female","Master's Degrees","Communication and Librarianship","Indiana University at Bloomington",1809,127
2000,"Female","Master's Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,2
2000,"Female","Master's Degrees","Communication and Librarianship","Purdue University, Main Campus",1825,6
2000,"Female","Master's Degrees","Law","Indiana University at Bloomington",1809,12
2000,"Female","Master's Degrees","Vocational Studies and Home Economics","Indiana University at Bloomington",1809,6
2000,"Female","Master's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,13
2000,"Female","Master's Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,17
2000,"Female","Master's Degrees","Other Non-sciences or Unknown Disciplines","Indiana University at Bloomington",1809,17
2000,"Female","Master's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,12
2000,"Female","Bachelor's Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,10
2000,"Female","Bachelor's Degrees","Aerospace Engineering","Purdue University, Main Campus",1825,10
2000,"Female","Bachelor's Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,40
2000,"Female","Bachelor's Degrees","Chemical Engineering","Purdue University, Main Campus",1825,47
2000,"Female","Bachelor's Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,67
2000,"Female","Bachelor's Degrees","Civil Engineering","Purdue University, Main Campus",1825,45
2000,"Female","Bachelor's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,25
2000,"Female","Bachelor's Degrees","Electrical Engineering","Purdue University, Main Campus",1825,36
2000,"Female","Bachelor's Degrees","Mechanical Engineering","Pennsylvania State U, Main Campus",6965,19
2000,"Female","Bachelor's Degrees","Mechanical Engineering","Purdue University, Main Campus",1825,34
2000,"Female","Bachelor's Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,8
2000,"Female","Bachelor's Degrees","Materials Engineering","Purdue University, Main Campus",1825,8
2000,"Female","Bachelor's Degrees","Industrial Engineering","Pennsylvania State U, Main Campus",6965,30
2000,"Female","Bachelor's Degrees","Industrial Engineering","Purdue University, Main Campus",1825,31
2000,"Female","Bachelor's Degrees","Other Engineering","Pennsylvania State U, Main Campus",6965,9
2000,"Female","Bachelor's Degrees","Other Engineering","Purdue University, Main Campus",1825,34
2000,"Female","Bachelor's Degrees","Astronomy","Indiana University at Bloomington",1809,2
2000,"Female","Bachelor's Degrees","Chemistry","Indiana University at Bloomington",1809,13
2000,"Female","Bachelor's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,10
2000,"Female","Bachelor's Degrees","Chemistry","Purdue University, Main Campus",1825,15
2000,"Female","Bachelor's Degrees","Physics","Indiana University at Bloomington",1809,1
2000,"Female","Bachelor's Degrees","Physics","Pennsylvania State U, Main Campus",6965,3
2000,"Female","Bachelor's Degrees","Physics","Purdue University, Main Campus",1825,1
2000,"Female","Bachelor's Degrees","Other Physical Sciences","Pennsylvania State U, Main Campus",6965,3
2000,"Female","Bachelor's Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,6
2000,"Female","Bachelor's Degrees","Earth Sciences","Indiana University at Bloomington",1809,2
2000,"Female","Bachelor's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,19
2000,"Female","Bachelor's Degrees","Earth Sciences","Purdue University, Main Campus",1825,8
2000,"Female","Bachelor's Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,9
2000,"Female","Bachelor's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,28
2000,"Female","Bachelor's Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,25
2000,"Female","Bachelor's Degrees","Computer Science","Indiana University at Bloomington",1809,9
2000,"Female","Bachelor's Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,11
2000,"Female","Bachelor's Degrees","Computer Science","Purdue University, Main Campus",1825,63
2000,"Female","Bachelor's Degrees","Agricultural Sciences","Indiana University at Bloomington",1809,1
2000,"Female","Bachelor's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,147
2000,"Female","Bachelor's Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,143
2000,"Female","Bachelor's Degrees","Biological Sciences","Indiana University at Bloomington",1809,170
2000,"Female","Bachelor's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,203
2000,"Female","Bachelor's Degrees","Biological Sciences","Purdue University, Main Campus",1825,85
2000,"Female","Bachelor's Degrees","Medical Sciences","Indiana University at Bloomington",1809,42
2000,"Female","Bachelor's Degrees","Medical Sciences","Pennsylvania State U, Main Campus",6965,12
2000,"Female","Bachelor's Degrees","Medical Sciences","Purdue University, Main Campus",1825,38
2000,"Female","Bachelor's Degrees","Other Life Sciences","Indiana University at Bloomington",1809,40
2000,"Female","Bachelor's Degrees","Other Life Sciences","Pennsylvania State U, Main Campus",6965,413
2000,"Female","Bachelor's Degrees","Other Life Sciences","Purdue University, Main Campus",1825,203
2000,"Female","Bachelor's Degrees","Psychology","Indiana University at Bloomington",1809,179
2000,"Female","Bachelor's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,256
2000,"Female","Bachelor's Degrees","Psychology","Purdue University, Main Campus",1825,121
2000,"Female","Bachelor's Degrees","Economics","Indiana University at Bloomington",1809,16
2000,"Female","Bachelor's Degrees","Economics","Pennsylvania State U, Main Campus",6965,17
2000,"Female","Bachelor's Degrees","Economics","Purdue University, Main Campus",1825,23
2000,"Female","Bachelor's Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,144
2000,"Female","Bachelor's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,90
2000,"Female","Bachelor's Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,32
2000,"Female","Bachelor's Degrees","Sociology","Indiana University at Bloomington",1809,39
2000,"Female","Bachelor's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,37
2000,"Female","Bachelor's Degrees","Sociology","Purdue University, Main Campus",1825,50
2000,"Female","Bachelor's Degrees","Anthropology","Indiana University at Bloomington",1809,33
2000,"Female","Bachelor's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,18
2000,"Female","Bachelor's Degrees","Linguistics","Indiana University at Bloomington",1809,3
2000,"Female","Bachelor's Degrees","Area and Ethnic Studies","Indiana University at Bloomington",1809,12
2000,"Female","Bachelor's Degrees","Area and Ethnic Studies","Pennsylvania State U, Main Campus",6965,9
2000,"Female","Bachelor's Degrees","Other Social Sciences","Indiana University at Bloomington",1809,10
2000,"Female","Bachelor's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,20
2000,"Female","Bachelor's Degrees","Other Social Sciences","Purdue University, Main Campus",1825,14
2000,"Female","Bachelor's Degrees","Science Technologies","Pennsylvania State U, Main Campus",6965,14
2000,"Female","Bachelor's Degrees","Engineering Technologies","Indiana University at Bloomington",1809,1
2000,"Female","Bachelor's Degrees","Engineering Technologies","Purdue University, Main Campus",1825,55
2000,"Female","Bachelor's Degrees","Health Technologies","Indiana University at Bloomington",1809,4
2000,"Female","Bachelor's Degrees","Health Technologies","Purdue University, Main Campus",1825,20
2000,"Female","Bachelor's Degrees","Interdisciplinary or Other Sciences","Indiana University at Bloomington",1809,5
2000,"Female","Bachelor's Degrees","Interdisciplinary or Other Sciences","Pennsylvania State U, Main Campus",6965,62
2000,"Female","Bachelor's Degrees","Interdisciplinary or Other Sciences","Purdue University, Main Campus",1825,3
2000,"Female","Bachelor's Degrees","History","Indiana University at Bloomington",1809,31
2000,"Female","Bachelor's Degrees","History","Pennsylvania State U, Main Campus",6965,31
2000,"Female","Bachelor's Degrees","History","Purdue University, Main Campus",1825,13
2000,"Female","Bachelor's Degrees","English and Literature","Indiana University at Bloomington",1809,102
2000,"Female","Bachelor's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,147
2000,"Female","Bachelor's Degrees","English and Literature","Purdue University, Main Campus",1825,68
2000,"Female","Bachelor's Degrees","Foreign Languages","Indiana University at Bloomington",1809,84
2000,"Female","Bachelor's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,52
2000,"Female","Bachelor's Degrees","Foreign Languages","Purdue University, Main Campus",1825,25
2000,"Female","Bachelor's Degrees","Other Humanities","Indiana University at Bloomington",1809,6
2000,"Female","Bachelor's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,4
2000,"Female","Bachelor's Degrees","Religion and Theology","Indiana University at Bloomington",1809,16
2000,"Female","Bachelor's Degrees","Religion and Theology","Pennsylvania State U, Main Campus",6965,2
2000,"Female","Bachelor's Degrees","Arts and Music","Indiana University at Bloomington",1809,191
2000,"Female","Bachelor's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,139
2000,"Female","Bachelor's Degrees","Arts and Music","Purdue University, Main Campus",1825,73
2000,"Female","Bachelor's Degrees","Architecture and Environmental Design","Pennsylvania State U, Main Campus",6965,26
2000,"Female","Bachelor's Degrees","Architecture and Environmental Design","Purdue University, Main Campus",1825,7
2000,"Female","Bachelor's Degrees","Science Education","Indiana University at Bloomington",1809,7
2000,"Female","Bachelor's Degrees","Mathematics Education","Indiana University at Bloomington",1809,3
2000,"Female","Bachelor's Degrees","Other Science/Technical Education","Indiana University at Bloomington",1809,94
2000,"Female","Bachelor's Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,4
2000,"Female","Bachelor's Degrees","Other Science/Technical Education","Purdue University, Main Campus",1825,5
2000,"Female","Bachelor's Degrees","Non-Science Education","Indiana University at Bloomington",1809,512
2000,"Female","Bachelor's Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,520
2000,"Female","Bachelor's Degrees","Non-Science Education","Purdue University, Main Campus",1825,299
2000,"Female","Bachelor's Degrees","Business and Management","Indiana University at Bloomington",1809,531
2000,"Female","Bachelor's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,805
2000,"Female","Bachelor's Degrees","Business and Management","Purdue University, Main Campus",1825,409
2000,"Female","Bachelor's Degrees","Communication and Librarianship","Indiana University at Bloomington",1809,231
2000,"Female","Bachelor's Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,316
2000,"Female","Bachelor's Degrees","Communication and Librarianship","Purdue University, Main Campus",1825,181
2000,"Female","Bachelor's Degrees","Law","Pennsylvania State U, Main Campus",6965,1
2000,"Female","Bachelor's Degrees","Vocational Studies and Home Economics","Indiana University at Bloomington",1809,128
2000,"Female","Bachelor's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,417
2000,"Female","Bachelor's Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,195
2000,"Female","Bachelor's Degrees","Other Non-sciences or Unknown Disciplines","Indiana University at Bloomington",1809,208
2000,"Female","Bachelor's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,216
2000,"Female","Bachelor's Degrees","Other Non-sciences or Unknown Disciplines","Purdue University, Main Campus",1825,29
2000,"Female","Associate's Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,10
2000,"Female","Associate's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,1
2000,"Female","Associate's Degrees","Engineering Technologies","Indiana University at Bloomington",1809,1
2000,"Female","Associate's Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,1
2000,"Female","Associate's Degrees","Engineering Technologies","Purdue University, Main Campus",1825,82
2000,"Female","Associate's Degrees","Health Technologies","Indiana University at Bloomington",1809,8
2000,"Female","Associate's Degrees","Health Technologies","Purdue University, Main Campus",1825,29
2000,"Female","Associate's Degrees","Arts and Music","Indiana University at Bloomington",1809,4
2000,"Female","Associate's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,9
2000,"Female","Associate's Degrees","Business and Management","Purdue University, Main Campus",1825,85
2000,"Female","Associate's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,19
2000,"Female","Associate's Degrees","Other Non-sciences or Unknown Disciplines","Indiana University at Bloomington",1809,21
2000,"Female","Associate's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,17
2000,"Female","Associate's Degrees","Other Non-sciences or Unknown Disciplines","Purdue University, Main Campus",1825,1
2000,"Male","Doctorate Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,3
2000,"Male","Doctorate Degrees","Aerospace Engineering","Purdue University, Main Campus",1825,7
2000,"Male","Doctorate Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,5
2000,"Male","Doctorate Degrees","Chemical Engineering","Purdue University, Main Campus",1825,7
2000,"Male","Doctorate Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,12
2000,"Male","Doctorate Degrees","Civil Engineering","Purdue University, Main Campus",1825,22
2000,"Male","Doctorate Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,14
2000,"Male","Doctorate Degrees","Electrical Engineering","Purdue University, Main Campus",1825,31
2000,"Male","Doctorate Degrees","Mechanical Engineering","Pennsylvania State U, Main Campus",6965,16
2000,"Male","Doctorate Degrees","Mechanical Engineering","Purdue University, Main Campus",1825,23
2000,"Male","Doctorate Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,18
2000,"Male","Doctorate Degrees","Materials Engineering","Purdue University, Main Campus",1825,4
2000,"Male","Doctorate Degrees","Industrial Engineering","Pennsylvania State U, Main Campus",6965,6
2000,"Male","Doctorate Degrees","Industrial Engineering","Purdue University, Main Campus",1825,8
2000,"Male","Doctorate Degrees","Other Engineering","Pennsylvania State U, Main Campus",6965,16
2000,"Male","Doctorate Degrees","Other Engineering","Purdue University, Main Campus",1825,6
2000,"Male","Doctorate Degrees","Astronomy","Indiana University at Bloomington",1809,1
2000,"Male","Doctorate Degrees","Chemistry","Indiana University at Bloomington",1809,22
2000,"Male","Doctorate Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,10
2000,"Male","Doctorate Degrees","Chemistry","Purdue University, Main Campus",1825,38
2000,"Male","Doctorate Degrees","Physics","Indiana University at Bloomington",1809,9
2000,"Male","Doctorate Degrees","Physics","Pennsylvania State U, Main Campus",6965,11
2000,"Male","Doctorate Degrees","Physics","Purdue University, Main Campus",1825,12
2000,"Male","Doctorate Degrees","Other Physical Sciences","Pennsylvania State U, Main Campus",6965,3
2000,"Male","Doctorate Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,4
2000,"Male","Doctorate Degrees","Earth Sciences","Indiana University at Bloomington",1809,5
2000,"Male","Doctorate Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,2
2000,"Male","Doctorate Degrees","Earth Sciences","Purdue University, Main Campus",1825,4
2000,"Male","Doctorate Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,10
2000,"Male","Doctorate Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,14
2000,"Male","Doctorate Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,9
2000,"Male","Doctorate Degrees","Computer Science","Indiana University at Bloomington",1809,8
2000,"Male","Doctorate Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,6
2000,"Male","Doctorate Degrees","Computer Science","Purdue University, Main Campus",1825,7
2000,"Male","Doctorate Degrees","Agricultural Sciences","Indiana University at Bloomington",1809,2
2000,"Male","Doctorate Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,9
2000,"Male","Doctorate Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,19
2000,"Male","Doctorate Degrees","Biological Sciences","Indiana University at Bloomington",1809,12
2000,"Male","Doctorate Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,22
2000,"Male","Doctorate Degrees","Biological Sciences","Purdue University, Main Campus",1825,23
2000,"Male","Doctorate Degrees","Medical Sciences","Purdue University, Main Campus",1825,22
2000,"Male","Doctorate Degrees","Other Life Sciences","Indiana University at Bloomington",1809,6
2000,"Male","Doctorate Degrees","Other Life Sciences","Pennsylvania State U, Main Campus",6965,5
2000,"Male","Doctorate Degrees","Other Life Sciences","Purdue University, Main Campus",1825,2
2000,"Male","Doctorate Degrees","Psychology","Indiana University at Bloomington",1809,7
2000,"Male","Doctorate Degrees","Psychology","Pennsylvania State U, Main Campus",6965,7
2000,"Male","Doctorate Degrees","Psychology","Purdue University, Main Campus",1825,5
2000,"Male","Doctorate Degrees","Economics","Indiana University at Bloomington",1809,9
2000,"Male","Doctorate Degrees","Economics","Pennsylvania State U, Main Campus",6965,11
2000,"Male","Doctorate Degrees","Economics","Purdue University, Main Campus",1825,10
2000,"Male","Doctorate Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,11
2000,"Male","Doctorate Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,2
2000,"Male","Doctorate Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,4
2000,"Male","Doctorate Degrees","Sociology","Indiana University at Bloomington",1809,5
2000,"Male","Doctorate Degrees","Sociology","Pennsylvania State U, Main Campus",6965,2
2000,"Male","Doctorate Degrees","Sociology","Purdue University, Main Campus",1825,1
2000,"Male","Doctorate Degrees","Anthropology","Indiana University at Bloomington",1809,2
2000,"Male","Doctorate Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,1
2000,"Male","Doctorate Degrees","Linguistics","Indiana University at Bloomington",1809,5
2000,"Male","Doctorate Degrees","History of Science","Indiana University at Bloomington",1809,4
2000,"Male","Doctorate Degrees","Area and Ethnic Studies","Indiana University at Bloomington",1809,2
2000,"Male","Doctorate Degrees","Other Social Sciences","Indiana University at Bloomington",1809,6
2000,"Male","Doctorate Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,7
2000,"Male","Doctorate Degrees","History","Indiana University at Bloomington",1809,10
2000,"Male","Doctorate Degrees","History","Pennsylvania State U, Main Campus",6965,5
2000,"Male","Doctorate Degrees","History","Purdue University, Main Campus",1825,4
2000,"Male","Doctorate Degrees","English and Literature","Indiana University at Bloomington",1809,10
2000,"Male","Doctorate Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,12
2000,"Male","Doctorate Degrees","English and Literature","Purdue University, Main Campus",1825,12
2000,"Male","Doctorate Degrees","Foreign Languages","Indiana University at Bloomington",1809,10
2000,"Male","Doctorate Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,7
2000,"Male","Doctorate Degrees","Other Humanities","Indiana University at Bloomington",1809,7
2000,"Male","Doctorate Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,5
2000,"Male","Doctorate Degrees","Other Humanities","Purdue University, Main Campus",1825,1
2000,"Male","Doctorate Degrees","Religion and Theology","Indiana University at Bloomington",1809,1
2000,"Male","Doctorate Degrees","Arts and Music","Indiana University at Bloomington",1809,24
2000,"Male","Doctorate Degrees","Architecture and Environmental Design","Pennsylvania State U, Main Campus",6965,2
2000,"Male","Doctorate Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,3
2000,"Male","Doctorate Degrees","Non-Science Education","Indiana University at Bloomington",1809,25
2000,"Male","Doctorate Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,28
2000,"Male","Doctorate Degrees","Non-Science Education","Purdue University, Main Campus",1825,11
2000,"Male","Doctorate Degrees","Business and Management","Indiana University at Bloomington",1809,13
2000,"Male","Doctorate Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,9
2000,"Male","Doctorate Degrees","Business and Management","Purdue University, Main Campus",1825,5
2000,"Male","Doctorate Degrees","Communication and Librarianship","Indiana University at Bloomington",1809,7
2000,"Male","Doctorate Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,4
2000,"Male","Doctorate Degrees","Communication and Librarianship","Purdue University, Main Campus",1825,2
2000,"Male","Doctorate Degrees","Law","Indiana University at Bloomington",1809,1
2000,"Male","Doctorate Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,5
2000,"Male","Doctorate Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,5
2000,"Male","Doctorate Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,19
2000,"Male","Master's Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,23
