"Year","Gender","Level of Degree or Other Award","Academic Discipline, Detailed (standardized)","Academic Institution (standardized)","FICE","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
1966,"Female","Doctorate Degrees","Chemistry","Purdue University, All Campuses",8732,1
1966,"Female","Doctorate Degrees","Mathematics and Statistics","Purdue University, All Campuses",8732,1
1966,"Female","Doctorate Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Doctorate Degrees","Biological Sciences","Purdue University, All Campuses",8732,6
1966,"Female","Doctorate Degrees","Psychology","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Doctorate Degrees","Psychology","Purdue University, All Campuses",8732,1
1966,"Female","Doctorate Degrees","Economics","Purdue University, All Campuses",8732,1
1966,"Female","Doctorate Degrees","Sociology","Purdue University, All Campuses",8732,1
1966,"Female","Doctorate Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Doctorate Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,2
1966,"Female","Doctorate Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Doctorate Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Doctorate Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Doctorate Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,7
1966,"Female","Doctorate Degrees","Non-Science Education","Purdue University, All Campuses",8732,2
1966,"Female","Doctorate Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,2
1966,"Female","Doctorate Degrees","Vocational Studies and Home Economics","Purdue University, All Campuses",8732,4
1966,"Female","Master's Degrees","Electrical Engineering","Purdue University, All Campuses",8732,2
1966,"Female","Master's Degrees","Mechanical Engineering","Purdue University, All Campuses",8732,1
1966,"Female","Master's Degrees","Industrial Engineering","Purdue University, All Campuses",8732,1
1966,"Female","Master's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Master's Degrees","Chemistry","Purdue University, All Campuses",8732,11
1966,"Female","Master's Degrees","Physics","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Master's Degrees","Physics","Purdue University, All Campuses",8732,2
1966,"Female","Master's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,2
1966,"Female","Master's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,11
1966,"Female","Master's Degrees","Mathematics and Statistics","Purdue University, All Campuses",8732,13
1966,"Female","Master's Degrees","Computer Science","Purdue University, All Campuses",8732,2
1966,"Female","Master's Degrees","Agricultural Sciences","Purdue University, All Campuses",8732,4
1966,"Female","Master's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,9
1966,"Female","Master's Degrees","Biological Sciences","Purdue University, All Campuses",8732,18
1966,"Female","Master's Degrees","Medical Sciences","Purdue University, All Campuses",8732,4
1966,"Female","Master's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,7
1966,"Female","Master's Degrees","Psychology","Purdue University, All Campuses",8732,2
1966,"Female","Master's Degrees","Economics","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Master's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,2
1966,"Female","Master's Degrees","Political Science and Public Administration","Purdue University, All Campuses",8732,1
1966,"Female","Master's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Master's Degrees","Sociology","Purdue University, All Campuses",8732,2
1966,"Female","Master's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,2
1966,"Female","Master's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,3
1966,"Female","Master's Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Master's Degrees","History","Pennsylvania State U, Main Campus",6965,5
1966,"Female","Master's Degrees","History","Purdue University, All Campuses",8732,3
1966,"Female","Master's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,25
1966,"Female","Master's Degrees","English and Literature","Purdue University, All Campuses",8732,27
1966,"Female","Master's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,16
1966,"Female","Master's Degrees","Foreign Languages","Purdue University, All Campuses",8732,10
1966,"Female","Master's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,15
1966,"Female","Master's Degrees","Arts and Music","Purdue University, All Campuses",8732,4
1966,"Female","Master's Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,110
1966,"Female","Master's Degrees","Non-Science Education","Purdue University, All Campuses",8732,107
1966,"Female","Master's Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Master's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,32
1966,"Female","Master's Degrees","Vocational Studies and Home Economics","Purdue University, All Campuses",8732,19
1966,"Female","Bachelor's Degrees","Aerospace Engineering","Purdue University, All Campuses",8732,1
1966,"Female","Bachelor's Degrees","Civil Engineering","Purdue University, All Campuses",8732,1
1966,"Female","Bachelor's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,2
1966,"Female","Bachelor's Degrees","Electrical Engineering","Purdue University, All Campuses",8732,1
1966,"Female","Bachelor's Degrees","Industrial Engineering","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Bachelor's Degrees","Industrial Engineering","Purdue University, All Campuses",8732,2
1966,"Female","Bachelor's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,12
1966,"Female","Bachelor's Degrees","Chemistry","Purdue University, All Campuses",8732,10
1966,"Female","Bachelor's Degrees","Physics","Pennsylvania State U, Main Campus",6965,5
1966,"Female","Bachelor's Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Bachelor's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,54
1966,"Female","Bachelor's Degrees","Mathematics and Statistics","Purdue University, All Campuses",8732,39
1966,"Female","Bachelor's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,4
1966,"Female","Bachelor's Degrees","Agricultural Sciences","Purdue University, All Campuses",8732,10
1966,"Female","Bachelor's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,47
1966,"Female","Bachelor's Degrees","Biological Sciences","Purdue University, All Campuses",8732,26
1966,"Female","Bachelor's Degrees","Medical Sciences","Purdue University, All Campuses",8732,28
1966,"Female","Bachelor's Degrees","Other Life Sciences","Pennsylvania State U, Main Campus",6965,25
1966,"Female","Bachelor's Degrees","Other Life Sciences","Purdue University, All Campuses",8732,19
1966,"Female","Bachelor's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,50
1966,"Female","Bachelor's Degrees","Psychology","Purdue University, All Campuses",8732,21
1966,"Female","Bachelor's Degrees","Economics","Pennsylvania State U, Main Campus",6965,7
1966,"Female","Bachelor's Degrees","Economics","Purdue University, All Campuses",8732,6
1966,"Female","Bachelor's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,38
1966,"Female","Bachelor's Degrees","Political Science and Public Administration","Purdue University, All Campuses",8732,15
1966,"Female","Bachelor's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,12
1966,"Female","Bachelor's Degrees","Sociology","Purdue University, All Campuses",8732,28
1966,"Female","Bachelor's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,8
1966,"Female","Bachelor's Degrees","Area and Ethnic Studies","Pennsylvania State U, Main Campus",6965,2
1966,"Female","Bachelor's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,22
1966,"Female","Bachelor's Degrees","Other Social Sciences","Purdue University, All Campuses",8732,33
1966,"Female","Bachelor's Degrees","Interdisciplinary or Other Sciences","Pennsylvania State U, Main Campus",6965,79
1966,"Female","Bachelor's Degrees","History","Pennsylvania State U, Main Campus",6965,29
1966,"Female","Bachelor's Degrees","History","Purdue University, All Campuses",8732,4
1966,"Female","Bachelor's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,180
1966,"Female","Bachelor's Degrees","English and Literature","Purdue University, All Campuses",8732,78
1966,"Female","Bachelor's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,84
1966,"Female","Bachelor's Degrees","Foreign Languages","Purdue University, All Campuses",8732,43
1966,"Female","Bachelor's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,6
1966,"Female","Bachelor's Degrees","Other Humanities","Purdue University, All Campuses",8732,2
1966,"Female","Bachelor's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,41
1966,"Female","Bachelor's Degrees","Arts and Music","Purdue University, All Campuses",8732,15
1966,"Female","Bachelor's Degrees","Architecture and Environmental Design","Pennsylvania State U, Main Campus",6965,2
1966,"Female","Bachelor's Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,441
1966,"Female","Bachelor's Degrees","Non-Science Education","Purdue University, All Campuses",8732,266
1966,"Female","Bachelor's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,23
1966,"Female","Bachelor's Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,18
1966,"Female","Bachelor's Degrees","Communication and Librarianship","Purdue University, All Campuses",8732,7
1966,"Female","Bachelor's Degrees","Law","Pennsylvania State U, Main Campus",6965,1
1966,"Female","Bachelor's Degrees","Social Service Professions","Pennsylvania State U, Main Campus",6965,37
1966,"Female","Bachelor's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,81
1966,"Female","Bachelor's Degrees","Vocational Studies and Home Economics","Purdue University, All Campuses",8732,64
1966,"Female","Associate's Degrees","Interdisciplinary or Other Sciences","Purdue University, All Campuses",8732,50
1966,"Female","Associate's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,5
1966,"Male","Doctorate Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,2
1966,"Male","Doctorate Degrees","Aerospace Engineering","Purdue University, All Campuses",8732,7
1966,"Male","Doctorate Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,5
1966,"Male","Doctorate Degrees","Chemical Engineering","Purdue University, All Campuses",8732,9
1966,"Male","Doctorate Degrees","Civil Engineering","Purdue University, All Campuses",8732,15
1966,"Male","Doctorate Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,5
1966,"Male","Doctorate Degrees","Electrical Engineering","Purdue University, All Campuses",8732,24
1966,"Male","Doctorate Degrees","Mechanical Engineering","Pennsylvania State U, Main Campus",6965,3
1966,"Male","Doctorate Degrees","Mechanical Engineering","Purdue University, All Campuses",8732,25
1966,"Male","Doctorate Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,2
1966,"Male","Doctorate Degrees","Materials Engineering","Purdue University, All Campuses",8732,1
1966,"Male","Doctorate Degrees","Industrial Engineering","Purdue University, All Campuses",8732,4
1966,"Male","Doctorate Degrees","Other Engineering","Pennsylvania State U, Main Campus",6965,9
1966,"Male","Doctorate Degrees","Other Engineering","Purdue University, All Campuses",8732,10
1966,"Male","Doctorate Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,27
1966,"Male","Doctorate Degrees","Chemistry","Purdue University, All Campuses",8732,34
1966,"Male","Doctorate Degrees","Physics","Pennsylvania State U, Main Campus",6965,30
1966,"Male","Doctorate Degrees","Physics","Purdue University, All Campuses",8732,18
1966,"Male","Doctorate Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,3
1966,"Male","Doctorate Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,12
1966,"Male","Doctorate Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,5
1966,"Male","Doctorate Degrees","Mathematics and Statistics","Purdue University, All Campuses",8732,3
1966,"Male","Doctorate Degrees","Computer Science","Purdue University, All Campuses",8732,1
1966,"Male","Doctorate Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,10
1966,"Male","Doctorate Degrees","Agricultural Sciences","Purdue University, All Campuses",8732,45
1966,"Male","Doctorate Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,27
1966,"Male","Doctorate Degrees","Biological Sciences","Purdue University, All Campuses",8732,29
1966,"Male","Doctorate Degrees","Medical Sciences","Purdue University, All Campuses",8732,21
1966,"Male","Doctorate Degrees","Psychology","Pennsylvania State U, Main Campus",6965,8
1966,"Male","Doctorate Degrees","Psychology","Purdue University, All Campuses",8732,25
1966,"Male","Doctorate Degrees","Economics","Pennsylvania State U, Main Campus",6965,5
1966,"Male","Doctorate Degrees","Economics","Purdue University, All Campuses",8732,17
1966,"Male","Doctorate Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,2
1966,"Male","Doctorate Degrees","Sociology","Pennsylvania State U, Main Campus",6965,3
1966,"Male","Doctorate Degrees","Sociology","Purdue University, All Campuses",8732,4
1966,"Male","Doctorate Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,9
1966,"Male","Doctorate Degrees","History","Pennsylvania State U, Main Campus",6965,1
1966,"Male","Doctorate Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,3
1966,"Male","Doctorate Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,4
1966,"Male","Doctorate Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,1
1966,"Male","Doctorate Degrees","Arts and Music","Purdue University, All Campuses",8732,11
1966,"Male","Doctorate Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,8
1966,"Male","Doctorate Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,55
1966,"Male","Doctorate Degrees","Non-Science Education","Purdue University, All Campuses",8732,23
1966,"Male","Doctorate Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,1
1966,"Male","Doctorate Degrees","Business and Management","Purdue University, All Campuses",8732,2
1966,"Male","Doctorate Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,1
1966,"Male","Master's Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,9
1966,"Male","Master's Degrees","Aerospace Engineering","Purdue University, All Campuses",8732,52
1966,"Male","Master's Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,17
1966,"Male","Master's Degrees","Chemical Engineering","Purdue University, All Campuses",8732,25
1966,"Male","Master's Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,15
1966,"Male","Master's Degrees","Civil Engineering","Purdue University, All Campuses",8732,97
1966,"Male","Master's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,43
1966,"Male","Master's Degrees","Electrical Engineering","Purdue University, All Campuses",8732,130
1966,"Male","Master's Degrees","Mechanical Engineering","Pennsylvania State U, Main Campus",6965,14
1966,"Male","Master's Degrees","Mechanical Engineering","Purdue University, All Campuses",8732,72
1966,"Male","Master's Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,7
1966,"Male","Master's Degrees","Materials Engineering","Purdue University, All Campuses",8732,6
1966,"Male","Master's Degrees","Industrial Engineering","Pennsylvania State U, Main Campus",6965,6
1966,"Male","Master's Degrees","Industrial Engineering","Purdue University, All Campuses",8732,31
1966,"Male","Master's Degrees","Other Engineering","Pennsylvania State U, Main Campus",6965,66
1966,"Male","Master's Degrees","Other Engineering","Purdue University, All Campuses",8732,20
1966,"Male","Master's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,11
1966,"Male","Master's Degrees","Chemistry","Purdue University, All Campuses",8732,25
1966,"Male","Master's Degrees","Physics","Pennsylvania State U, Main Campus",6965,22
1966,"Male","Master's Degrees","Physics","Purdue University, All Campuses",8732,38
1966,"Male","Master's Degrees","Other Physical Sciences","Pennsylvania State U, Main Campus",6965,10
1966,"Male","Master's Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,6
1966,"Male","Master's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,21
1966,"Male","Master's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,62
1966,"Male","Master's Degrees","Mathematics and Statistics","Purdue University, All Campuses",8732,68
1966,"Male","Master's Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,1
1966,"Male","Master's Degrees","Computer Science","Purdue University, All Campuses",8732,20
1966,"Male","Master's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,29
1966,"Male","Master's Degrees","Agricultural Sciences","Purdue University, All Campuses",8732,51
1966,"Male","Master's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,42
1966,"Male","Master's Degrees","Biological Sciences","Purdue University, All Campuses",8732,48
1966,"Male","Master's Degrees","Medical Sciences","Purdue University, All Campuses",8732,32
1966,"Male","Master's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,12
1966,"Male","Master's Degrees","Psychology","Purdue University, All Campuses",8732,25
1966,"Male","Master's Degrees","Economics","Pennsylvania State U, Main Campus",6965,12
1966,"Male","Master's Degrees","Economics","Purdue University, All Campuses",8732,28
1966,"Male","Master's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,9
1966,"Male","Master's Degrees","Political Science and Public Administration","Purdue University, All Campuses",8732,1
1966,"Male","Master's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,6
1966,"Male","Master's Degrees","Sociology","Purdue University, All Campuses",8732,5
1966,"Male","Master's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,3
1966,"Male","Master's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,12
1966,"Male","Master's Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,8
1966,"Male","Master's Degrees","History","Pennsylvania State U, Main Campus",6965,7
1966,"Male","Master's Degrees","History","Purdue University, All Campuses",8732,5
1966,"Male","Master's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,18
1966,"Male","Master's Degrees","English and Literature","Purdue University, All Campuses",8732,16
1966,"Male","Master's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,15
1966,"Male","Master's Degrees","Foreign Languages","Purdue University, All Campuses",8732,2
1966,"Male","Master's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,8
1966,"Male","Master's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,20
1966,"Male","Master's Degrees","Arts and Music","Purdue University, All Campuses",8732,4
1966,"Male","Master's Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,22
1966,"Male","Master's Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,127
1966,"Male","Master's Degrees","Non-Science Education","Purdue University, All Campuses",8732,114
1966,"Male","Master's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,50
1966,"Male","Master's Degrees","Business and Management","Purdue University, All Campuses",8732,123
1966,"Male","Master's Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,8
1966,"Male","Master's Degrees","Vocational Studies and Home Economics","Purdue University, All Campuses",8732,1
1966,"Male","Master's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,2
1966,"Male","Bachelor's Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,73
1966,"Male","Bachelor's Degrees","Aerospace Engineering","Purdue University, All Campuses",8732,58
1966,"Male","Bachelor's Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,54
1966,"Male","Bachelor's Degrees","Chemical Engineering","Purdue University, All Campuses",8732,105
1966,"Male","Bachelor's Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,73
1966,"Male","Bachelor's Degrees","Civil Engineering","Purdue University, All Campuses",8732,112
1966,"Male","Bachelor's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,189
1966,"Male","Bachelor's Degrees","Electrical Engineering","Purdue University, All Campuses",8732,314
1966,"Male","Bachelor's Degrees","Mechanical Engineering","Pennsylvania State U, Main Campus",6965,79
1966,"Male","Bachelor's Degrees","Mechanical Engineering","Purdue University, All Campuses",8732,222
1966,"Male","Bachelor's Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,11
1966,"Male","Bachelor's Degrees","Materials Engineering","Purdue University, All Campuses",8732,16
1966,"Male","Bachelor's Degrees","Industrial Engineering","Pennsylvania State U, Main Campus",6965,57
1966,"Male","Bachelor's Degrees","Industrial Engineering","Purdue University, All Campuses",8732,69
1966,"Male","Bachelor's Degrees","Other Engineering","Pennsylvania State U, Main Campus",6965,50
1966,"Male","Bachelor's Degrees","Other Engineering","Purdue University, All Campuses",8732,44
1966,"Male","Bachelor's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,33
1966,"Male","Bachelor's Degrees","Chemistry","Purdue University, All Campuses",8732,38
1966,"Male","Bachelor's Degrees","Physics","Pennsylvania State U, Main Campus",6965,34
1966,"Male","Bachelor's Degrees","Physics","Purdue University, All Campuses",8732,28
1966,"Male","Bachelor's Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,37
1966,"Male","Bachelor's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,20
1966,"Male","Bachelor's Degrees","Earth Sciences","Purdue University, All Campuses",8732,8
1966,"Male","Bachelor's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,74
1966,"Male","Bachelor's Degrees","Mathematics and Statistics","Purdue University, All Campuses",8732,62
1966,"Male","Bachelor's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,121
1966,"Male","Bachelor's Degrees","Agricultural Sciences","Purdue University, All Campuses",8732,176
1966,"Male","Bachelor's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,98
1966,"Male","Bachelor's Degrees","Biological Sciences","Purdue University, All Campuses",8732,50
1966,"Male","Bachelor's Degrees","Medical Sciences","Purdue University, All Campuses",8732,93
1966,"Male","Bachelor's Degrees","Other Life Sciences","Pennsylvania State U, Main Campus",6965,39
1966,"Male","Bachelor's Degrees","Other Life Sciences","Purdue University, All Campuses",8732,35
1966,"Male","Bachelor's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,79
1966,"Male","Bachelor's Degrees","Psychology","Purdue University, All Campuses",8732,26
1966,"Male","Bachelor's Degrees","Economics","Pennsylvania State U, Main Campus",6965,19
1966,"Male","Bachelor's Degrees","Economics","Purdue University, All Campuses",8732,202
1966,"Male","Bachelor's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,56
1966,"Male","Bachelor's Degrees","Political Science and Public Administration","Purdue University, All Campuses",8732,34
1966,"Male","Bachelor's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,13
1966,"Male","Bachelor's Degrees","Sociology","Purdue University, All Campuses",8732,7
1966,"Male","Bachelor's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,5
1966,"Male","Bachelor's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,50
1966,"Male","Bachelor's Degrees","Other Social Sciences","Purdue University, All Campuses",8732,38
1966,"Male","Bachelor's Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,17
1966,"Male","Bachelor's Degrees","Interdisciplinary or Other Sciences","Pennsylvania State U, Main Campus",6965,161
1966,"Male","Bachelor's Degrees","History","Pennsylvania State U, Main Campus",6965,42
1966,"Male","Bachelor's Degrees","History","Purdue University, All Campuses",8732,12
1966,"Male","Bachelor's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,65
1966,"Male","Bachelor's Degrees","English and Literature","Purdue University, All Campuses",8732,14
1966,"Male","Bachelor's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,9
1966,"Male","Bachelor's Degrees","Foreign Languages","Purdue University, All Campuses",8732,5
1966,"Male","Bachelor's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,7
1966,"Male","Bachelor's Degrees","Other Humanities","Purdue University, All Campuses",8732,5
1966,"Male","Bachelor's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,38
1966,"Male","Bachelor's Degrees","Arts and Music","Purdue University, All Campuses",8732,8
1966,"Male","Bachelor's Degrees","Architecture and Environmental Design","Pennsylvania State U, Main Campus",6965,65
1966,"Male","Bachelor's Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,28
1966,"Male","Bachelor's Degrees","Other Science/Technical Education","Purdue University, All Campuses",8732,22
1966,"Male","Bachelor's Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,94
1966,"Male","Bachelor's Degrees","Non-Science Education","Purdue University, All Campuses",8732,184
1966,"Male","Bachelor's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,555
1966,"Male","Bachelor's Degrees","Business and Management","Purdue University, All Campuses",8732,210
1966,"Male","Bachelor's Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,39
1966,"Male","Bachelor's Degrees","Communication and Librarianship","Purdue University, All Campuses",8732,3
1966,"Male","Bachelor's Degrees","Law","Pennsylvania State U, Main Campus",6965,30
1966,"Male","Bachelor's Degrees","Social Service Professions","Pennsylvania State U, Main Campus",6965,6
1966,"Male","Bachelor's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,31
1966,"Male","Bachelor's Degrees","Vocational Studies and Home Economics","Purdue University, All Campuses",8732,9
1966,"Male","Bachelor's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,11
1966,"Male","Associate's Degrees","Interdisciplinary or Other Sciences","Purdue University, All Campuses",8732,213
1966,"Male","Associate's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,631
1967,"Female","Doctorate Degrees","Chemistry","Indiana University at Bloomington",1809,1
1967,"Female","Doctorate Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,2
1967,"Female","Doctorate Degrees","Chemistry","Purdue University, Main Campus",1825,2
1967,"Female","Doctorate Degrees","Physics","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Doctorate Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Doctorate Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Doctorate Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,2
1967,"Female","Doctorate Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,1
1967,"Female","Doctorate Degrees","Biological Sciences","Indiana University at Bloomington",1809,7
1967,"Female","Doctorate Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,2
1967,"Female","Doctorate Degrees","Biological Sciences","Purdue University, Main Campus",1825,2
1967,"Female","Doctorate Degrees","Psychology","Indiana University at Bloomington",1809,4
1967,"Female","Doctorate Degrees","Psychology","Pennsylvania State U, Main Campus",6965,2
1967,"Female","Doctorate Degrees","Psychology","Purdue University, Main Campus",1825,2
1967,"Female","Doctorate Degrees","Economics","Indiana University at Bloomington",1809,1
1967,"Female","Doctorate Degrees","Sociology","Purdue University, Main Campus",1825,1
1967,"Female","Doctorate Degrees","Anthropology","Indiana University at Bloomington",1809,1
1967,"Female","Doctorate Degrees","Linguistics","Indiana University at Bloomington",1809,4
1967,"Female","Doctorate Degrees","History","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Doctorate Degrees","English and Literature","Indiana University at Bloomington",1809,7
1967,"Female","Doctorate Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,3
1967,"Female","Doctorate Degrees","English and Literature","Purdue University, Main Campus",1825,1
1967,"Female","Doctorate Degrees","Foreign Languages","Indiana University at Bloomington",1809,2
1967,"Female","Doctorate Degrees","Arts and Music","Indiana University at Bloomington",1809,6
1967,"Female","Doctorate Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Doctorate Degrees","Non-Science Education","Indiana University at Bloomington",1809,21
1967,"Female","Doctorate Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,9
1967,"Female","Doctorate Degrees","Non-Science Education","Purdue University, Main Campus",1825,3
1967,"Female","Doctorate Degrees","Business and Management","Indiana University at Bloomington",1809,2
1967,"Female","Doctorate Degrees","Business and Management","Purdue University, Main Campus",1825,1
